㐁犁,伸犁
軟腳蟹,軟腳蝦
軟軟,軟軟的
軟鼻坑,軟埤坑
較,比較
較下背兜仔,下面一點
較光,比較亮
較光,較明亮
較在,比較在
較壞兜仔,壞一點
較多,比較多
較多兜仔,多一點
較太个,較太的
較好,更好
較好,比較好
較好,比較愛
較好,較好地
較好,較愛
較好兜,好一些
較好兜仔,壞一點
較好兜仔,好一點
較少,比較少
較少兜仔,少一點
較後背兜仔,後面一點
較得,有改善
較快板,甚快板
較惡,比較凶
較慘死,比死還糟糕
較慢兜仔,慢一點
較接近,比較趨於
較接近,較趨於
較有,比較有
較有錢个,比較有錢的
較猴兜,凶惡點
較猴兜,精明點
較猴兜,頑皮點
較瘦兜仔,瘦一點
較矮,比較矮
較細,比較小
較細,略小
較細,較小
較肥兜仔,胖一點
較脣兜仔,旁邊一點
較苦个,較苦的
較苦斯,較味道苦斯
較該,比較簡單
較贏,更勝於
較贏,比較好
較輕,比較輕
較過來兜仔,過來一點
較過去兜仔,過去一點
較遽兜仔,加快些
較遽兜仔,快一點
較遽兜仔，會赴毋著吔,快點！快來不及了
較難,比較難
較靚兜仔,漂亮一點
較頂高兜仔,高一點
較頭前兜仔,前面一點
較高,比較高
較鬆个,較鬆的
載等,承載著
載著,載到
輒,常
輒常,常常
輒常,經常
輒常有,常有
輒輒,常常
輕可,不足道的
輕可,輕微
輕可,輕微的
輕可,輕鬆
輕可事,輕而易舉
輕可仔,輕微地
輕可仔,輕微的
輕度風搓,輕度颱風
輕手輕腳,輕手輕腳的
輕輕仔,輕輕的
輕連,少量
輕連,輕微
輝煌,耀眼
輪,次
輪仔,石碾子
輪仔,輪
輪仔,輪子
輪仔,輪胎
輪仔心,輪軸
輪等,輪流
輪等來,照輪
輪等來,輪留來
輸忒,輸掉
輸贏,算帳
輻射濛沙煙,輻射霧
輾啊過,輾過
輾地球,滾地球
輾著,撞到
輾轉毋寐,輾轉不寐
轉,回
轉,回家
轉,圈
轉,輪
轉个,轉的
轉來,回來
轉來欸喺,回來欸喺
轉側毋安,轉側不安
轉到,回到
轉去,回去
轉啊來,回來
轉啊去,回去
轉嘴,改口
轉夜,傍晚回家
轉妹家,回娘家
轉家,回家
轉屋,傍晚回家
轉屋,回家
轉屋下,回家
轉屋食自家,回家吃自己
轉師,回師
轉年,回家過年
轉府,回府
轉忒,倒塌
轉手,隨即
轉換,以物易物
轉撇,轉完
轉擺,中場休息
轉核,倒下
轉核,倒塌
轉歸,回歸
轉歸年,回歸年
轉水,變液體
轉流,回流
轉秋,初秋
轉竇,回窩
轉老屋,回老家
轉色,變色
轉莊下,回鄉下
轉著,回到
轉輪骨,關節
轉鄉,回鄉
轉酒,醉酒嘔吐
轉長山,回大陸原鄉
轉頭,回首
轉頭路,回頭路
轉風頭,轉風向
轉首,回頭
轎仔,轎子
轎仔肚,轎子裡
轎心粄,迎親時
轎背來个,拖油瓶
轟个,轟的
轟天轟地,聲響喧天
轟轟飛,嗡嗡地飛
辛勞仔,傭工
辛莊內,辛庄內
辛辛苦苦,辛辛苦苦的
辣子草,禺毛莨
辣椒仔,辣椒
辣椒鹼,辣椒素
辣赤赤,辣味棕紅色
辣辣,很辣
辣辣,辣辣的
辣辣拶拶,髒兮兮的
辣醬,辣椒醬
辦便便,辦好好
辦便便,辦齊全
辦桌,辦外燴
辦毋到,辦不到
辭撇,辭掉
辭毋意逮,辭不意逮
辭毋獲命,辭不獲命
辭毋達意,辭不達意
辭頭路,辭職
辯講,辯說
農保,農民保險
農家人,農人
農家人,農民
農民市集,農夫市集
迂怪毋經,迂怪不經
迅雷毋及掩耳,迅雷不及掩耳
迆邐毋絕,迆邐不絕
迎神,迎接神祗
迎長年,迎長工
迎鬧熱,迎神賽會
迎龍,舞龍
迎龍弄獅,舞龍舞獅
迎龍打獅,舞龍舞獅
近年,這幾年
近廟拒神,太接近這個廟
近廟欺神,太過接近廟
近視,目光如豆
近近仔,很近
近近仔,近期內
返生,復活
返陽,死而復生
返魂,復活
返魂,還魂
迥毋相同,迥不相同
迪迪凸凸,忽進忽止
迫毋得已,迫不得已
述而毋作,述而不作
迷惑毋解,迷惑不解
迷而毋反,迷而不反
迷而毋返,迷而不返
迷著,著迷
迷著,迷到
迷迷痴痴,昏昏沉沉
迷迷痴痴,神智不清
迸毋過,迸不過
追得著,追得到
追悔毋及,追悔不及
追著,追到
追駟毋及,追駟不及
退後,後退
退毋出,退不出
退燒,退熱
退童,退駕
退紅,消炎
退色,褪色
退走,退卻
送人就無愛,送給人都不要
送信仔,送信
送信仔个,郵務士
送信仔个,郵差
送分,送給
送分,送給了
送到,送達
送煞,驅邪
送紅包,行賄
送背銃,誇大其辭
送透透,送遍
送鬼仔,送走鬼魂
送鬼仔,送鬼
逃命,死命逃跑
逃毋出手掌心,逃不出手掌心
透光,透明
透到,通往
透到大路,通大路
透夜,徹夜
透夜,整夜
透夜仔,徹夜
透夜仔,整夜
透尾,到最後
透得上,能通往上面
透心涼,涼入心
透心涼,涼徹心肺
透心涼,涼澈心肺
透日,整天
透日仔,整日
透暗晡仔,整夜
透死,毒死
透毋出,透不出
透毋過氣,透不過氣
透涼,透涼爽
透當晝,徹午
透路,一路上
透路,整路
透過,經由
透長,透剩餘
透長年,經年
透電,導電
透風落水,冒著風雨
逐,每
逐,追趕
逐一,每一
逐上逐下,追來追去
逐个,每的
逐人,趕人
逐仔,每仔
逐位,每位
逐個人,每個人
逐儕,每人
逐儕,每個人
逐儕人,每個人
逐到,每次
逐到來,追到
逐去,追去
逐對,每對
逐年,每年
逐得著,能追到
逐擺,每一次
逐擺,每次
逐擺到,每到
逐日,天天
逐日,每一天
逐日,每天
逐暗晡,每天晚上
逐朝晨,每天早上
逐樣,每樣
逐毋著,追不到
逐毋起來,趕不起來
逐等,追著
逐老鼠,趕老鼠
逐著,追到
逐走,趕走
逐走,驅趕
逐跳一步,每跳一步
逐隻,每個
逐項,每樣
逐項,每項
递藤,走莖
逕直,直截行事
逕直上,一直往上
逕直落,一直進去
這,此
這下,正在
這下,現在
這下,目前
這下,這下子
這下人,現代人
這下社會當亂,現在社將要很亂
這下都,現在都
這个,這個
這个,這的
這个擋口,這個擋口
這个當兒,這個當兒
這个那个,這個那個
這人,這個人
這代,這一代
這位,此處
這位,這兒
這位,這裡
這位,這邊
這位方,這邊
這位項,此處
這位項,這裡
這位項方,這裡項方
這係一件誤會,這是一件誤將要
這係麼个所在,這是什麼地方
這個,這一個
這個,這位
這個幾多錢,這個多少錢
這兜,等等
這兜,這些
這兜,這部分
這兜人,這些人
這凳仔無穩,這椅子沒有穩
這回,這一回
這回,這次
這央時,這個時候
這婦人家,這位婦人
這字寫毋著哩,這字寫不對哩
這學期討煞啊,這學期快結束了
這尾魚仔當萋,這尾魚很新鮮
這尾魚仔當萋,這條魚很新鮮
這已好,這很好
這幾儕人,這幾個人
這搭,這一帶
這搭,這一片
這搭,這裡
這搭仔,這一帶
這搭仔,這裡
這搭仔,這邊
這擺,這次
這故事當生趣,這故工作很有趣
這敢係真實个,這是真實的嗎
這斯毋係,這可不是
這方時,這時
這暫仔,這陣子
這會場嶄然闊,這將要場嶄然寬
這會場嶄然闊,這會場相當寬闊
這條裙當靚,這件裙子很漂亮
這條裙當靚,這條裙子很美
這條褲當特別,這條褲子很特殊
這款,這種
這款頭路,這種工作
這滿,此時
這滿,現在
這滿,這一次
這滿,這回
這滿,這次
這片,這一邊
這片,這邊
這片个路較平,這邊的路較平坦
這產品銷路好,這產品銷路喜好
這當韌切毋斷,這很韌切不斷
這病還有救無,這病還有救嗎
這的係,這的是
這站,這陣子
這站好無,最近好嗎
這竹篙打橫放,這竹竿打橫放置
這粒,這顆
這粒柑分你,這個橘子給你
這粥忒鮮,這稀飯太稀
這粥忒鮮,這粥太稀
這索仔幾長,這繩子多長
這群,這一群
這般講來,這般說來
這行該行,這裡走那裡走
這行該行,這走那走
這西瓜幾多錢,這西瓜多少錢
這話仰般講,這話怎麼說
這該,這那
這身衫褲當合身,這套衣服很合身
這隻,這個
這隻年節,這個年節
這隻月,這個月
這隻村,這個村
這隻莊頭,這個村
這項,此處
這項,這一項
這項,這裡
這項時,這時
這項菜,這道菜
這領衫,這件衣服
這頭,這一頭
這駁仔,最近
這駁仔,這一段時間
這駁仔,這陣子
這魚仔盡臭腥,這魚的腥味很重
這齣,這部
通吂,通了嗎
通書,黃曆
通棚,全部
通盤愛,全部都要
通知著,通知
通脫毋拘,通脫不拘
通街路,通到街上
通透,密商
通電,導電
通食,通吃
通體,全部
通體,通通
造化,大自然
造化,幸運
造化,運氣
造化細兒,造化小兒
造反,叛亂
造反,背叛
造反,胡鬧
造反,造反叛亂
造好去,造愛去
造成,導致
造林,植樹
造橋,搭橋
造話,捏造
造話,造謠
逢人正說三分話,逢人只說三分話
逢人講項,逢人說項
逢暗,逢黑暗
逢著,遇到
逢著,遇見
連偎著,連偎穿
連夜,徹夜
連夜,澈夜
連夜,通夜
連妹,戀妹
連峨接棟,房舍眾多
連毋連,連不連
連綿毋斷,連綿不斷
連綿毋絕,連綿不絕
連續,持續
連郎,戀郎
連鬼也毋見一个,連鬼也不見一個
逩地龍,鼴鼠
逩屎蛄,糞金龜
週一,週日
進前,之前
進前,以前
進前,先前
進前,前夕
進前,早先
進前,稍早
進前,走向前
進口貨,舶來品
進可替毋,進可替不
進房,進洞房
進金,放入墓穴
逵中,中逵
逼兼,逼近
逼毋得已,逼不得已
逼癲,逼瘋
逼著,強迫
遁走,隱逃而去
遇缺毋補,遇缺不補
遇著,遇到
遊尞,遊玩
遊戲講,遊戲說
遊街,踩街
遊街,逛街
遊遊野野,四處閒逛
運動坪,操場
運動坪,運動場
運命,命運
運數,運氣
過,再
過䢍,過頭
過一下仔,過一會
過一下仔,過一會兒
過一日係一日,過一日是一日
過了這个村兒，沒這个店兒,過了這個村兒，沒這個店兒
過兜,過些
過到,過得
過到精采,活得精采
過吔去,過得去
過吔年,明年
過嘴,猶言說嘴
過嘴,被罵
過嘴,評論
過嘴,說嘴
過堂,開庭
過夜,隔宿
過大路,穿越馬路
過大路愛細義,過馬路要小心
過宕,時間的延宕
過定,訂婚
過定,預定
過定,預訂
過家,串門子
過家,閒聊
過封,超過界
過嶺,跋山涉水
過年過節,逢年過節
過後,之後
過後,以後
過後,往後
過得,有起色
過得,進步
過心,熟透
過忒,過去
過忒,過完
過忒年,明年
過忒年,過完年
過忒年,過年後
過房,過繼
過搭,再寄放
過搭,再搭建
過搭,再託付
過撇,磨損
過撇,過去
過新年,過年
過新年著新衫,過新年穿新衣
過日,過日子
過日仔,生活
過日仔,過日子
過時毋候,過時不候
過晝,太遲
過晝,過午
過晝缽𤊶,超過中午時限太多
過晝缽𤊶,超過午時
過桱,超越界線
過歇年,過年後
過毋去,過不去
過毋得,過不了
過毛,很過份
過毛,很過分
過毛絕代,橫屍野外
過溝菜,蕃藷葉
過潦,過熟
過火,過火爐
過無幾久,過不久
過無幾久,過沒多久
過番,過洋
過目毋忘,過目不忘
過秤,過磅
過窿,過山洞
過等,過著
過等下,等一下
過細年,過小年
過詐,得手
過詐,渡過
過詐,過關
過詐,過難關了
過詐,達到目的
過路个,過路的
過路人,路人
過路朘,罵人野種
過路鳥,過境鳥
過身,去世
過身,死亡
過身,死去
過身,逝世
過身,過世
過身忒,逝世
過身忒,過世
過身忒,過往
過較,更
過較,更加
過較好,絕佳
過鉸,過度
過鉸,過頭
過門毋入,過門不入
過關,及格
過關,合格
過關,得手
過關,通關
過關,闖關
過隻,過個
過電,導電
過面,維持面子
過頭,過分
過願,過癮
道三毋著兩,道三不著兩
道嘆,感嘆
道姑,女道士
道東講西,道東說西
道毋了,道不了
道毋出,道不出
道毋同，毋相為謀,道不同，不相為謀
道毋得,道不得
道毋相謀,道不相謀
道而毋徑,道而不徑
道西講東,道西說東
道謀係用,道謀是用
達爾文學講,達爾文學說
達著,達到
遙毋可及,遙不可及
遙毋可期,遙不可期
遠來个和尚好看經,遠來的和尚好看經
遠來个和尚會念經,遠來的和尚會念經
遠兜,遠些
遠兜,遠點
遠房,遠親
遠毋如,遠不如
遠毋間親,遠不間親
遠水救毋了近火,遠水救不了近火
遠水救毋得近渴,遠水救不得近渴
遠水毋救近火,遠水不救近火
遠水毋解近渴,遠水不解近渴
遠親毋如近鄰,遠親不如近鄰
遠遠个,遠遠的
適合翕相,適合拍照
適當,切合
適當,恰當
遭家毋造,遭家不造
遭時毋遇,遭時不遇
遮,遮蔽
遮仔,傘
遮仔,雨傘
遮仔節,雨傘節
遮兵,傘兵
遮日,遮陽
遮日頭,遮太陽
遮等,遮住
遮著,遮到
遮講,遮說
遮面,遮臉
遮骨,傘骨
遰,傳染
遰,擴散
遰,繁殖
遰人,傳染人
遰火燒,失火
遰火著,失火
遰當遽,繁殖得很快
遰著,傳染到
遰著,感染
遰著,擴散到
遰著,蔓延到
遰遰,傳染
遰遰,擴散
遰遰,蔓延
遲延,拖延
遲疑毋決,遲疑不決
遵照,遵循
遵而毋失,遵而不失
遶,逛
遶光,遶明亮
遶光景,看風景
遶境,繞境
遶尞,遊玩
遶山,遊山
遶山花,遊覽山景
遶街,踩街
遶街,逛街
遶透透,全面遊覽
遶遶,逛逛
遷徙,遷移
遷移,搬移
選購,採購
選錄,節錄
遺跡化石,生痕化石
遽,快
遽兜,快些
遽兜,快點
遽兜仔,快一點
遽兜仔,快點
遽去,快去
遽慢,快慢
遽手,俐落
遽手,手腳俐落
遽板,動作很快
遽板,敏捷
遽步行,快步走
遽死,快死
遽遽,快快
遽遽,趕快
遽遽,趕緊
遽遽去洗面、搓牙齒,快去洗臉、刷牙
遽遽遽,快快快
避免,以免
避暑,放暑假
避暑,暑假
避毋見面,避不見面
避而毋談,避而不談
避貓鼠兒似个,避貓鼠兒似的
還,並
還,很
還,歸還
還使,還能
還係,仍
還係,仍然
還係,依然
還係,還是
還係愛,還是要
還係會,還是會
還係需要,仍需
還做得,還可以
還做得,還能
還債个,還債的
還冷,好冷
還原記號,本位記號
還吂,尚未
還吂,還未
還吂,還沒
還吂睡,還沒睡
還在該尋,仍在找
還奇怪,好奇怪
還好,好好
還好搞,好好玩
還好笑,好好笑
還好食,好好吃
還好食,好好食
還山,出殯
還帳,還債
還得人惜喔,好可愛喔
還得人惜喔,歸還可愛喔
還得人惱喔,好討厭喔
還忒,還完
還忒,還掉
還想,渴望
還愛,還要
還慶,超酷
還撇,還完
還撇,還掉
還會,好棒
還會講,好會講
還有,以及
還有一講,還有一說
還朘,實在傻
還正經係,還真的是
還毋起,還不起
還淨,好乾淨
還清,付清
還清忒,還清
還熱,真熱
還生,還活著
還生趣,好有趣
還生趣,真有趣
還生趣,真有趣味
還福,還願
還禮,回禮
還竊仔,歸還竊仔
還罅擺,真是夠受了
還肚飢,肚子好餓
還背,禮尚往來
還臭,好臭
還衰漦,真倒楣
還衰過,很可憐
還講,還說
還豐沛喔,好豐盛啊
還較,更加
還較多,還要多
還較得,還要好
還過,且
還過,並且
還過,而
還過,而且
還過,還有
還香,好香
還𠊎河山,還我河山
邊脣,旁邊
邊脣,邊緣
邊都沾毋上,邊都沾不上
邋礙,不俐落
邋礙,邋遢
邋臢,又髒又亂
邋邋埃埃,髒亂不堪
邋邋𨒇𨒇,衣著髒亂
邋邋𨒇𨒇,邋遢
邋邋𨒇𨒇,邋邋遢遢
邋食,白吃白喝
邏姐婆,探望外婆
邏尞,遊玩
那个耗子毋偷油,那個耗子不偷油
那个貓兒毋食腥,那個貓兒不吃腥
那壺毋開提那壺,那壺不開提那壺
那片,那邊
那石牯,那石頭
那鈸,鈸
邪毋勝正,邪不勝正
邪毋干正,邪不干正
邪講,邪說
郎个,郎個
郎君,丈夫
郎毋郎秀毋秀,郎不郎秀不秀
郎當,頑皮
郎郎㪐㪐,斷斷續續的
郎郎律律,斷斷續續
郎郎律律,斷斷續續的
郎郎當當,不務正業
郎郎當當,吊兒郎當
部下,下屬
郭璞之講,郭璞之說
郵便局,郵局
都,皆
都係,都是
都係兜,都是些
都市,城市
都愛,都要
都會,城市
都會,都市
都會堵著,都會遇到
都會後生,城市年輕
都著,都穿
都講當新鮮,都說很新鮮
鄉里,同鄉的人
鄉里,家鄉
鄉里細人,鄉里小人
鄉間細路,鄉間小路
鄉音,腔調
鄙人,不才
鄙人,在下
鄙俗毋堪,鄙俗不堪
鄧艾食,鄧艾吃
鄰舍,鄰居
鄰舍,隔壁鄰居
配目鏡,配眼鏡
酒仙仔,酒仙
酒係色之媒,酒是色之媒
酒娘,酵母
酒席,宴席
酒提仔,酒杓子
酒杯仔,酒杯
酒毋醉人人自醉，色毋迷人人自迷,酒不醉人人自醉，色不迷人人自迷
酒水,水酒
酒池肚,酒池裡
酒海肚,酒海裡
酒漏仔,酒漏斗
酒甌,酒杯
酒窟仔,酒窩
酒精,乙醇
酒糟,紅麴酒糟
酒罐,酒瓶
酒罐仔,酒瓶
酒肚項,酒裡面
酒肚項,酒裡頭
酒逢知己千鍾少，話毋投機半句多,酒逢知己千鍾少，話不投機半句多
酪酪,爛熟
酪酪,爛爛
酬勞,報酬
酵嫲,麵肥
酵嫲菌,酵母菌
酷人,氣味嗆人
酷著,嗆著
酸丟丟,酸溜溜
酸丟丟仔,酸酸的
酸仔,芒果
酸仔葉,桑葉
酸柑,虎頭柑
酸毋溜丟,酸不溜丟
酸澀,青澀
酸藕,酸酸的
酸藤仔,酸藤
酸醋,醋
醃滷,醃漬
醃瓜仔,越瓜
醃瓜仔,醃瓜
醃瓜仔,醬瓜
醃缸肚,陶缸裡
醃缸裡肚,陶缸裡面
醃缸裡肚,陶缸裡頭
醃缸項,陶缸裡
醉摸摸仔,醉醺醺
醉摸摸仔,醉醺醺的
醒起來,醒來
醜細鴨,醜小鴨
醢醢,又舊又皺
醫,醫治
醫得,能醫
醫毋好,醫治不好
醫毋著,醫錯
醫生,醫師
醫生店,醫師店
醬瓜仔,醬瓜
醴酒毋設,醴酒不設
醹,濃稠
醹淡法,濃淡法
醹硫酸,濃硫酸
醹醹,濃厚
醹醹,濃濃
醹鹽酸,濃鹽酸
釁棍棍仔,充滿驕氣
釅,濃
釅,烈
釅茶,濃茶
釅茶,茶葉茶
釅酒,烈酒
采椽毋斲,采椽不斲
采茶戲,採茶戲
重利錢,高利貸
重新做加一遍,重新再做一遍
重新創造,重塑
重新安名,重新命名
重跕跕仔,很重
重輕,輕重
重重个,重重的
重重重,很重
重鈂鈂仔,沉甸甸
野參仔,土人參
野和尚,野僧侶
野地菊,野茼蒿
野心,心懷不軌
野性个呼喚,野性的呼喚
野猴仔,野猴子
野球,棒球
野神野鬼,遊手好閒者
野細人仔,野孩子
野細子,野小子
野膦屎,雜種
野草,雜草
野莧仔,野莧菜
量仔,大秤
量便,事先量好
量尖,大秤擁擠
量度,度量
量測,測量
量看,量看看
量穀,秤穀
量約,大概
量約,大約
量約,從寬
量約,從略從簡
量約仔,約莫
量細力微,量小力微
量細易盈,量小易盈
量細氣窄,量小氣窄
量細非君子，無毒毋丈夫,量小非君子，無毒不丈夫
金,亮
金个,金的
金仔,金子
金仔,黃金
金仔店,銀樓
金剛毋壞之身,金剛不壞之身
金吾毋禁,金吾不禁
金墜仔,金墜子
金墨盤,金硯臺
金手鈪,金鐲子
金斗盎,骨灰罈
金晶積亮,金光耀眼
金桔,長果金柑
金棗,金橘
金毋換,金不換
金狗毛,金狗毛蕨
金瓜,南瓜
金甘,腎蕨
金皙皙,亮晶晶
金石毋渝,金石不渝
金矻,金塊
金窩銀窩毋如自己个狗窩,金窩銀窩不如自己的狗窩
金米,金耳
金綻綻,金開展
金若若仔,亮晶晶的
金藤,黃藤
金蛄仔,金龜子
金言,名言佳句
金金,亮晶晶
金金,光可鑑人
金金,平整光亮
金針,萱草
金針,金針花
金釣童先生,金釣童老師
金銀花,忍冬
金香,金紙和香
